source_id,slug,title,corpus,open
jw-letter-1779-24-to-mrs-gair,jw/letters/1779/24-to-mrs-gair,24 To Mrs Gair,jw-letters,True
jw-letter-1779-25-to-thomas-carlill,jw/letters/1779/25-to-thomas-carlill,25 To Thomas Carlill,jw-letters,True
jw-letter-1779-26-to-mr-carlill-at-mr-morriss,jw/letters/1779/26-to-mr-carlill-at-mr-morriss,26 To Mr Carlill At Mr Morriss,jw-letters,False
jw-letter-1779-27-to-samuel-bardsley,jw/letters/1779/27-to-samuel-bardsley,27 To Samuel Bardsley,jw-letters,True
jw-letter-1779-28-to-samuel-bradburn,jw/letters/1779/28-to-samuel-bradburn,28 To Samuel Bradburn,jw-letters,True
jw-letter-1779-29-to-samuel-bradburn,jw/letters/1779/29-to-samuel-bradburn,29 To Samuel Bradburn,jw-letters,True
jw-letter-1779-30-to-duncan-mcallum,jw/letters/1779/30-to-duncan-mcallum,30 To Duncan Mcallum,jw-letters,True
jw-letter-1779-31-to-mr-duncan-mcallum-at-mr,jw/letters/1779/31-to-mr-duncan-mcallum-at-mr,31 To Mr Duncan Mcallum At Mr,jw-letters,True
jw-letter-1779-32-to-john-bredin,jw/letters/1779/32-to-john-bredin,32 To John Bredin,jw-letters,True
jw-letter-1779-33-to-mr-john-bredin-at-mr-charles,jw/letters/1779/33-to-mr-john-bredin-at-mr-charles,33 To Mr John Bredin At Mr Charles,jw-letters,True
jw-letter-1779-34-to-miss-livingston,jw/letters/1779/34-to-miss-livingston,34 To Miss Livingston,jw-letters,True
jw-letter-1779-35-to-mrs-woodhouse,jw/letters/1779/35-to-mrs-woodhouse,35 To Mrs Woodhouse,jw-letters,True
jw-letter-1779-36-to-min-woodhouse-at-mr-huttons,jw/letters/1779/36-to-min-woodhouse-at-mr-huttons,36 To Min Woodhouse At Mr Huttons,jw-letters,True
jw-letter-1779-37-to-alexander-knox,jw/letters/1779/37-to-alexander-knox,37 To Alexander Knox,jw-letters,True
jw-letter-1779-38-to-william-church,jw/letters/1779/38-to-william-church,38 To William Church,jw-letters,True
jw-letter-1779-39-to-duncan-mcallum,jw/letters/1779/39-to-duncan-mcallum,39 To Duncan Mcallum,jw-letters,True
jw-letter-1779-40-to-samuel-bradburn,jw/letters/1779/40-to-samuel-bradburn,40 To Samuel Bradburn,jw-letters,True
jw-letter-1779-41-to-thomas-wride,jw/letters/1779/41-to-thomas-wride,41 To Thomas Wride,jw-letters,True
jw-letter-1779-42-to-kitty-warren,jw/letters/1779/42-to-kitty-warren,42 To Kitty Warren,jw-letters,True
jw-letter-1779-43-to-william-ferguson,jw/letters/1779/43-to-william-ferguson,43 To William Ferguson,jw-letters,True
jw-letter-1779-44-to-mrs-johnston-annandale-lisleen,jw/letters/1779/44-to-mrs-johnston-annandale-lisleen,44 To Mrs Johnston Annandale Lisleen,jw-letters,True
jw-letter-1779-45-to-robert-cart-brackenbury,jw/letters/1779/45-to-robert-cart-brackenbury,45 To Robert Cart Brackenbury,jw-letters,True
jw-letter-1779-46-to-william-church,jw/letters/1779/46-to-william-church,46 To William Church,jw-letters,True
jw-letter-1779-47-to-mr-will-church-at-mr-colleys,jw/letters/1779/47-to-mr-will-church-at-mr-colleys,47 To Mr Will Church At Mr Colleys,jw-letters,True
jw-letter-1779-48-to-james-creighton,jw/letters/1779/48-to-james-creighton,48 To James Creighton,jw-letters,True
jw-letter-1779-49-to-thomas-carlill,jw/letters/1779/49-to-thomas-carlill,49 To Thomas Carlill,jw-letters,True
jw-letter-1779-50-to-zachariah-yewdall,jw/letters/1779/50-to-zachariah-yewdall,50 To Zachariah Yewdall,jw-letters,True
jw-letter-1779-51-to-samuel-bradburn,jw/letters/1779/51-to-samuel-bradburn,51 To Samuel Bradburn,jw-letters,True
jw-letter-1779-52-to-kitty-warren,jw/letters/1779/52-to-kitty-warren,52 To Kitty Warren,jw-letters,True
jw-letter-1779-53-to-hannah-ball,jw/letters/1779/53-to-hannah-ball,53 To Hannah Ball,jw-letters,True
jw-letter-1779-54-to-the-methodist-societies,jw/letters/1779/54-to-the-methodist-societies,54 To The Methodist Societies,jw-letters,True
jw-letter-1779-55-to-thomas-wride,jw/letters/1779/55-to-thomas-wride,55 To Thomas Wride,jw-letters,True
jw-letter-1779-56-to-mrs-barton,jw/letters/1779/56-to-mrs-barton,56 To Mrs Barton,jw-letters,True
jw-letter-1779-57-to-john-bredin,jw/letters/1779/57-to-john-bredin,57 To John Bredin,jw-letters,True
jw-letter-1779-58-to-thomas-rutherford,jw/letters/1779/58-to-thomas-rutherford,58 To Thomas Rutherford,jw-letters,True
jw-letter-1779-59-to-the-society-in-margate,jw/letters/1779/59-to-the-society-in-margate,59 To The Society In Margate,jw-letters,True
jw-letter-1779-60-to-mr---,jw/letters/1779/60-to-mr---,60 To Mr   ,jw-letters,True
jw-letter-1779-61-to-abraham-brames,jw/letters/1779/61-to-abraham-brames,61 To Abraham Brames,jw-letters,True
jw-letter-1779-62-to-alexander-knox,jw/letters/1779/62-to-alexander-knox,62 To Alexander Knox,jw-letters,True
jw-letter-1779-63-to-robert-cart,jw/letters/1779/63-to-robert-cart,63 To Robert Cart,jw-letters,True
jw-letter-1779-64-to-joseph-benson,jw/letters/1779/64-to-joseph-benson,64 To Joseph Benson,jw-letters,True
jw-letter-1779-65-to-sarnuel-bradburn,jw/letters/1779/65-to-sarnuel-bradburn,65 To Sarnuel Bradburn,jw-letters,True
jw-letter-1780a-01-to-mr---,jw/letters/1780a/01-to-mr---,A 01 To Mr   ,jw-letters,True
jw-letter-1780a-02-to-mrs-rose,jw/letters/1780a/02-to-mrs-rose,A 02 To Mrs Rose,jw-letters,True
jw-letter-1780a-03-to-thomas-carlill,jw/letters/1780a/03-to-thomas-carlill,A 03 To Thomas Carlill,jw-letters,True
jw-letter-1780a-04-to-mr-carlill-at-mrs-cumberlands,jw/letters/1780a/04-to-mr-carlill-at-mrs-cumberlands,A 04 To Mr Carlill At Mrs Cumberlands,jw-letters,False
jw-letter-1780a-05-to-william-church,jw/letters/1780a/05-to-william-church,A 05 To William Church,jw-letters,True
jw-letter-1780a-06-to-mr-will-church-at-mr-john,jw/letters/1780a/06-to-mr-will-church-at-mr-john,A 06 To Mr Will Church At Mr John,jw-letters,True
jw-letter-1780a-07-to-the-printer-of-the-public-advertiser,jw/letters/1780a/07-to-the-printer-of-the-public-advertiser,A 07 To The Printer Of The Public Advertiser,jw-letters,True
jw-letter-1780a-08-to-ann-bolton,jw/letters/1780a/08-to-ann-bolton,A 08 To Ann Bolton,jw-letters,True
jw-letter-1780a-09-to-abraham-brames,jw/letters/1780a/09-to-abraham-brames,A 09 To Abraham Brames,jw-letters,True
jw-letter-1780a-10-to-mr-abr-brames-at-the-preaching,jw/letters/1780a/10-to-mr-abr-brames-at-the-preaching,A 10 To Mr Abr Brames At The Preaching,jw-letters,False
jw-letter-1780a-11-to-lancelot-harrison,jw/letters/1780a/11-to-lancelot-harrison,A 11 To Lancelot Harrison,jw-letters,True
jw-letter-1780a-12-to-mr-l-harrison-at-dr-kershaws,jw/letters/1780a/12-to-mr-l-harrison-at-dr-kershaws,A 12 To Mr L Harrison At Dr Kershaws,jw-letters,False
jw-letter-1780a-13-to-thomas-taylor,jw/letters/1780a/13-to-thomas-taylor,A 13 To Thomas Taylor,jw-letters,True
jw-letter-1780a-14-to-mrs-crosby,jw/letters/1780a/14-to-mrs-crosby,A 14 To Mrs Crosby,jw-letters,True
jw-letter-1780a-15-to-mrs-crosby-at,jw/letters/1780a/15-to-mrs-crosby-at,A 15 To Mrs Crosby At,jw-letters,False
jw-letter-1780a-16-to-robert-carr-brackenbury,jw/letters/1780a/16-to-robert-carr-brackenbury,A 16 To Robert Carr Brackenbury,jw-letters,True
jw-letter-1780a-17-to-alexander-knox,jw/letters/1780a/17-to-alexander-knox,A 17 To Alexander Knox,jw-letters,True
jw-letter-1780a-18-to-william-tunney,jw/letters/1780a/18-to-william-tunney,A 18 To William Tunney,jw-letters,True
jw-letter-1780a-19-to-samuel-bardsley,jw/letters/1780a/19-to-samuel-bardsley,A 19 To Samuel Bardsley,jw-letters,True
jw-letter-1780a-20-to-penelope-newman,jw/letters/1780a/20-to-penelope-newman,A 20 To Penelope Newman,jw-letters,True
jw-letter-1780a-21-to-john-valton,jw/letters/1780a/21-to-john-valton,A 21 To John Valton,jw-letters,True
jw-letter-1780a-22-to-mr-valton-at-mr-lewtys,jw/letters/1780a/22-to-mr-valton-at-mr-lewtys,A 22 To Mr Valton At Mr Lewtys,jw-letters,False
jw-letter-1780a-23-to-christopher-hopper,jw/letters/1780a/23-to-christopher-hopper,A 23 To Christopher Hopper,jw-letters,True
jw-letter-1780a-24-to-hannah-ball,jw/letters/1780a/24-to-hannah-ball,A 24 To Hannah Ball,jw-letters,True
jw-letter-1780a-25-to-elizabeth-morgan,jw/letters/1780a/25-to-elizabeth-morgan,A 25 To Elizabeth Morgan,jw-letters,True
jw-letter-1780a-26-to-william-strahan,jw/letters/1780a/26-to-william-strahan,A 26 To William Strahan,jw-letters,True
jw-letter-1780a-27-to-ann-bolton,jw/letters/1780a/27-to-ann-bolton,A 27 To Ann Bolton,jw-letters,True
jw-letter-1780a-28-to-samuel-bradburn,jw/letters/1780a/28-to-samuel-bradburn,A 28 To Samuel Bradburn,jw-letters,True
jw-letter-1780a-29-to-mrs-crosby,jw/letters/1780a/29-to-mrs-crosby,A 29 To Mrs Crosby,jw-letters,True
jw-letter-1780a-30-to-thomas-wride,jw/letters/1780a/30-to-thomas-wride,A 30 To Thomas Wride,jw-letters,True
jw-letter-1780a-31-to-william-church,jw/letters/1780a/31-to-william-church,A 31 To William Church,jw-letters,True
jw-letter-1780a-32-to-mr-will-church-at-mr-john-evans,jw/letters/1780a/32-to-mr-will-church-at-mr-john-evans,A 32 To Mr Will Church At Mr John Evans,jw-letters,True
jw-letter-1780a-33-to-william-sagar,jw/letters/1780a/33-to-william-sagar,A 33 To William Sagar,jw-letters,True
jw-letter-1780b-01-to-the-editors-of-the-freemans-journal,jw/letters/1780b/01-to-the-editors-of-the-freemans-journal,B 01 To The Editors Of The Freemans Journal,jw-letters,True
jw-letter-1780b-02-to-george-robinson,jw/letters/1780b/02-to-george-robinson,B 02 To George Robinson,jw-letters,True
jw-letter-1780b-03-to-mr-robinson-at-langham-row-near-alford-lincolns,jw/letters/1780b/03-to-mr-robinson-at-langham-row-near-alford-lincolns,B 03 To Mr Robinson At Langham Row Near Alford Lincolns,jw-letters,False
jw-letter-1780b-04-to-samuel-bradburn,jw/letters/1780b/04-to-samuel-bradburn,B 04 To Samuel Bradburn,jw-letters,True
jw-letter-1780b-05-to-john-valton,jw/letters/1780b/05-to-john-valton,B 05 To John Valton,jw-letters,True
jw-letter-1780b-06-to-mr-valton-at-the-new-room-in-bristol,jw/letters/1780b/06-to-mr-valton-at-the-new-room-in-bristol,B 06 To Mr Valton At The New Room In Bristol,jw-letters,False
jw-letter-1780b-07-to-mrs-crosby,jw/letters/1780b/07-to-mrs-crosby,B 07 To Mrs Crosby,jw-letters,True
jw-letter-1780b-08-to-thomas-rankin,jw/letters/1780b/08-to-thomas-rankin,B 08 To Thomas Rankin,jw-letters,True
jw-letter-1780b-09-to-brian-bury-collins,jw/letters/1780b/09-to-brian-bury-collins,B 09 To Brian Bury Collins,jw-letters,True
jw-letter-1780b-10-to-ann-bolton,jw/letters/1780b/10-to-ann-bolton,B 10 To Ann Bolton,jw-letters,True
jw-letter-1780b-11-to-zachariah-yewdall,jw/letters/1780b/11-to-zachariah-yewdall,B 11 To Zachariah Yewdall,jw-letters,True
jw-letter-1780b-12-to-penelope-newman,jw/letters/1780b/12-to-penelope-newman,B 12 To Penelope Newman,jw-letters,True
jw-letter-1780b-13-to-brian-bury-collins,jw/letters/1780b/13-to-brian-bury-collins,B 13 To Brian Bury Collins,jw-letters,True
jw-letter-1780b-14-to-dr-lowth-bishop-of-london,jw/letters/1780b/14-to-dr-lowth-bishop-of-london,B 14 To Dr Lowth Bishop Of London,jw-letters,True
jw-letter-1780b-15-to-thomas-wride,jw/letters/1780b/15-to-thomas-wride,B 15 To Thomas Wride,jw-letters,True
jw-letter-1780b-16-to-robert-carr-brackenbury,jw/letters/1780b/16-to-robert-carr-brackenbury,B 16 To Robert Carr Brackenbury,jw-letters,True
jw-letter-1780b-17-to-william-thom,jw/letters/1780b/17-to-william-thom,B 17 To William Thom,jw-letters,True
jw-letter-1780b-18-to-john-valton,jw/letters/1780b/18-to-john-valton,B 18 To John Valton,jw-letters,True
jw-letter-1780b-19-to-mrs-colbeck-see-note-vol-iv-161,jw/letters/1780b/19-to-mrs-colbeck-see-note-vol-iv-161,B 19 To Mrs Colbeck See Note Vol Iv 161,jw-letters,True
jw-letter-1780b-20-to-mrs-colbeck,jw/letters/1780b/20-to-mrs-colbeck,B 20 To Mrs Colbeck,jw-letters,True
jw-letter-1780b-21-to-samuel-bradburn,jw/letters/1780b/21-to-samuel-bradburn,B 21 To Samuel Bradburn,jw-letters,True
jw-letter-1780b-22-to-william,jw/letters/1780b/22-to-william,B 22 To William,jw-letters,True
jw-letter-1780b-23-to-his-niece-sarah-wesley,jw/letters/1780b/23-to-his-niece-sarah-wesley,B 23 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1780b-24-to-alexander-knox,jw/letters/1780b/24-to-alexander-knox,B 24 To Alexander Knox,jw-letters,True
jw-letter-1780b-25-to-mrs-barton,jw/letters/1780b/25-to-mrs-barton,B 25 To Mrs Barton,jw-letters,True
jw-letter-1780b-26-to-mary-bosanquet,jw/letters/1780b/26-to-mary-bosanquet,B 26 To Mary Bosanquet,jw-letters,True
jw-letter-1780b-27-to-alexander-knox,jw/letters/1780b/27-to-alexander-knox,B 27 To Alexander Knox,jw-letters,True
jw-letter-1780b-28-to-john-valton,jw/letters/1780b/28-to-john-valton,B 28 To John Valton,jw-letters,True
jw-letter-1781a-01-to-ann-bolton,jw/letters/1781a/01-to-ann-bolton,A 01 To Ann Bolton,jw-letters,True
jw-letter-1781a-02-to-brian-bury-collins,jw/letters/1781a/02-to-brian-bury-collins,A 02 To Brian Bury Collins,jw-letters,True
jw-letter-1781a-03-to-the-rev-mr-collins-at-the-rev,jw/letters/1781a/03-to-the-rev-mr-collins-at-the-rev,A 03 To The Rev Mr Collins At The Rev,jw-letters,True
jw-letter-1781a-04-to-edward-jackson,jw/letters/1781a/04-to-edward-jackson,A 04 To Edward Jackson,jw-letters,True
jw-letter-1781a-05-to-edwal-jackson-in-barnard-castle,jw/letters/1781a/05-to-edwal-jackson-in-barnard-castle,A 05 To Edwal Jackson In Barnard Castle,jw-letters,True
jw-letter-1781a-06-to-samuel-bardsley,jw/letters/1781a/06-to-samuel-bardsley,A 06 To Samuel Bardsley,jw-letters,True
jw-letter-1781a-07-to-zachariah-yewdull,jw/letters/1781a/07-to-zachariah-yewdull,A 07 To Zachariah Yewdull,jw-letters,True
jw-letter-1781a-08-to-ann-bolton,jw/letters/1781a/08-to-ann-bolton,A 08 To Ann Bolton,jw-letters,True
jw-letter-1781a-09-to-thomas-rutherford,jw/letters/1781a/09-to-thomas-rutherford,A 09 To Thomas Rutherford,jw-letters,True
jw-letter-1781a-10-to-ann-bolton,jw/letters/1781a/10-to-ann-bolton,A 10 To Ann Bolton,jw-letters,True
jw-letter-1781a-11-to-elizabeth-morgan,jw/letters/1781a/11-to-elizabeth-morgan,A 11 To Elizabeth Morgan,jw-letters,True
jw-letter-1781a-12-to-mrs-knapp,jw/letters/1781a/12-to-mrs-knapp,A 12 To Mrs Knapp,jw-letters,True
jw-letter-1781a-13-to-ann-loxdale,jw/letters/1781a/13-to-ann-loxdale,A 13 To Ann Loxdale,jw-letters,True
jw-letter-1781a-14-to-lancelot-harrison,jw/letters/1781a/14-to-lancelot-harrison,A 14 To Lancelot Harrison,jw-letters,True
jw-letter-1781a-15-to-his-niece-sarah-wesley,jw/letters/1781a/15-to-his-niece-sarah-wesley,A 15 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1781a-16-to-joseph-benson,jw/letters/1781a/16-to-joseph-benson,A 16 To Joseph Benson,jw-letters,True
jw-letter-1781a-17-to-miss-clarkson,jw/letters/1781a/17-to-miss-clarkson,A 17 To Miss Clarkson,jw-letters,True
jw-letter-1781a-18-to-samuel-bradburn,jw/letters/1781a/18-to-samuel-bradburn,A 18 To Samuel Bradburn,jw-letters,True
jw-letter-1781a-19-to-john-valton,jw/letters/1781a/19-to-john-valton,A 19 To John Valton,jw-letters,True
jw-letter-1781a-20-to-mr-valton-at-the-preaching-house,jw/letters/1781a/20-to-mr-valton-at-the-preaching-house,A 20 To Mr Valton At The Preaching House,jw-letters,True
jw-letter-1781a-21-to-hester-ann-roe,jw/letters/1781a/21-to-hester-ann-roe,A 21 To Hester Ann Roe,jw-letters,True
jw-letter-1781a-22-to-his-niece-sarah-wesley,jw/letters/1781a/22-to-his-niece-sarah-wesley,A 22 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1781a-23-to-ann-loxdale,jw/letters/1781a/23-to-ann-loxdale,A 23 To Ann Loxdale,jw-letters,True
jw-letter-1781a-24-to-thomas-rutherford,jw/letters/1781a/24-to-thomas-rutherford,A 24 To Thomas Rutherford,jw-letters,True
jw-letter-1781a-25-to-john-bredin,jw/letters/1781a/25-to-john-bredin,A 25 To John Bredin,jw-letters,True
jw-letter-1781a-26-to-mr-bredin-at-mr-danl-keelings,jw/letters/1781a/26-to-mr-bredin-at-mr-danl-keelings,A 26 To Mr Bredin At Mr Danl Keelings,jw-letters,False
jw-letter-1781a-27-to-joseph-benson,jw/letters/1781a/27-to-joseph-benson,A 27 To Joseph Benson,jw-letters,True
jw-letter-1781a-28-to-mrs-benson,jw/letters/1781a/28-to-mrs-benson,A 28 To Mrs Benson,jw-letters,True
jw-letter-1781a-29-to-mary-bishop,jw/letters/1781a/29-to-mary-bishop,A 29 To Mary Bishop,jw-letters,True
jw-letter-1781a-30-to-miss-bishop-at-her-boarding-school,jw/letters/1781a/30-to-miss-bishop-at-her-boarding-school,A 30 To Miss Bishop At Her Boarding School,jw-letters,True
jw-letter-1781a-31-to-john-atlay,jw/letters/1781a/31-to-john-atlay,A 31 To John Atlay,jw-letters,True
jw-letter-1781a-32-to-zachariah-yewdull,jw/letters/1781a/32-to-zachariah-yewdull,A 32 To Zachariah Yewdull,jw-letters,True
jw-letter-1781a-33-to-mrs-hall,jw/letters/1781a/33-to-mrs-hall,A 33 To Mrs Hall,jw-letters,True
jw-letter-1781a-34-to-his-niece-sarah-wesley,jw/letters/1781a/34-to-his-niece-sarah-wesley,A 34 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1781a-35-to-ann-loxdale,jw/letters/1781a/35-to-ann-loxdale,A 35 To Ann Loxdale,jw-letters,True
jw-letter-1781a-36-to-samuel-bradburn,jw/letters/1781a/36-to-samuel-bradburn,A 36 To Samuel Bradburn,jw-letters,True
jw-letter-1781a-37-to-joseph-harper,jw/letters/1781a/37-to-joseph-harper,A 37 To Joseph Harper,jw-letters,True
jw-letter-1781a-38-to-ambrose-foley,jw/letters/1781a/38-to-ambrose-foley,A 38 To Ambrose Foley,jw-letters,True
jw-letter-1781a-39-to-william-tunney,jw/letters/1781a/39-to-william-tunney,A 39 To William Tunney,jw-letters,True
jw-letter-1781a-40-to-jeremiah-brettell,jw/letters/1781a/40-to-jeremiah-brettell,A 40 To Jeremiah Brettell,jw-letters,True
jw-letter-1781a-41-to-mr-brettell-at-mr-walters,jw/letters/1781a/41-to-mr-brettell-at-mr-walters,A 41 To Mr Brettell At Mr Walters,jw-letters,True
jw-letter-1781a-42-to-his-brother-charles,jw/letters/1781a/42-to-his-brother-charles,A 42 To His Brother Charles,jw-letters,True
jw-letter-1781a-43-to-hannah-ball,jw/letters/1781a/43-to-hannah-ball,A 43 To Hannah Ball,jw-letters,True
jw-letter-1781a-44-to-mrs-hall,jw/letters/1781a/44-to-mrs-hall,A 44 To Mrs Hall,jw-letters,True
jw-letter-1781b-01-to-thomas-rutherford,jw/letters/1781b/01-to-thomas-rutherford,B 01 To Thomas Rutherford,jw-letters,True
jw-letter-1781b-02-to-hannah-ball,jw/letters/1781b/02-to-hannah-ball,B 02 To Hannah Ball,jw-letters,True
jw-letter-1781b-03-to-ann-loxdale,jw/letters/1781b/03-to-ann-loxdale,B 03 To Ann Loxdale,jw-letters,True
jw-letter-1781b-04-to-mary-bishop,jw/letters/1781b/04-to-mary-bishop,B 04 To Mary Bishop,jw-letters,True
jw-letter-1781b-05-to-miss-bishop-at-the-boarding-school,jw/letters/1781b/05-to-miss-bishop-at-the-boarding-school,B 05 To Miss Bishop At The Boarding School,jw-letters,True
jw-letter-1781b-06-to-his-niece-sarah-wesley,jw/letters/1781b/06-to-his-niece-sarah-wesley,B 06 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1781b-07-to-robert-hopkins,jw/letters/1781b/07-to-robert-hopkins,B 07 To Robert Hopkins,jw-letters,True
jw-letter-1781b-08-to-francis-wolfe,jw/letters/1781b/08-to-francis-wolfe,B 08 To Francis Wolfe,jw-letters,True
jw-letter-1781b-09-to-george-fettes,jw/letters/1781b/09-to-george-fettes,B 09 To George Fettes,jw-letters,True
jw-letter-1781b-10-to-his-nephew-charles-wesley,jw/letters/1781b/10-to-his-nephew-charles-wesley,B 10 To His Nephew Charles Wesley,jw-letters,True
jw-letter-1781b-11-to-his-niece-sarah-wesley,jw/letters/1781b/11-to-his-niece-sarah-wesley,B 11 To His Niece Sarah Wesley,jw-letters,True
jw-letter-1781b-12-to-members-and-friends,jw/letters/1781b/12-to-members-and-friends,B 12 To Members And Friends,jw-letters,True
jw-letter-1781b-13-to-robert-cart-brackenbury,jw/letters/1781b/13-to-robert-cart-brackenbury,B 13 To Robert Cart Brackenbury,jw-letters,True
jw-letter-1781b-14-to-ann-loxdale,jw/letters/1781b/14-to-ann-loxdale,B 14 To Ann Loxdale,jw-letters,True
jw-letter-1781b-15-to-mrs-malenoir,jw/letters/1781b/15-to-mrs-malenoir,B 15 To Mrs Malenoir,jw-letters,True
jw-letter-1781b-16-to-his-nephew-charles-wesley,jw/letters/1781b/16-to-his-nephew-charles-wesley,B 16 To His Nephew Charles Wesley,jw-letters,True
jw-letter-1781b-17-to-his-niece-sarah-wesley,jw/letters/1781b/17-to-his-niece-sarah-wesley,B 17 To His Niece Sarah Wesley,jw-letters,True
